190,29
191,28
192,27
193,26
193,26
194,25
195,24
196,23
196,23
197,22
198,21
199,20
-1,-1
199,22
199,23
199,24
199,25
199,27
199,28
199,29
199,30
199,32
198,33
198,34
198,36
198,37
198,39
198,40
198,42
198,43
198,45
198,45
197,45
197,46
197,47
197,48
197,48
197,49
197,50
197,51
197,52
197,52
196,55
195,58
195,62
194,65
193,69
193,72
192,76
191,79
191,83
191,83
191,82
191,81
191,80
191,79
192,78
192,77
192,76
192,75
193,75
193,75
193,73
193,72
194,70
194,69
194,67
195,66
195,64
195,63
196,62
196,62
195,65
194,68
194,71
193,74
193,77
192,80
192,83
191,86
191,89
191,89
189,91
188,94
187,97
186,100
185,103
184,106
183,109
182,112
181,115
181,115
180,115
180,116
180,117
180,118
179,119
179,120
179,121
179,122
179,123
179,123
179,124
179,125
179,127
179,128
180,129
180,131
180,132
180,133
181,135
181,135
180,134
179,134
178,134
177,134
177,133
176,133
175,133
174,133
174,133
174,133
175,131
177,130
179,129
181,128
183,126
185,125
187,124
189,123
191,122
157,160
157,160
157,158
158,157
159,156
160,155
161,154
162,153
163,152
164,151
165,150
165,150
164,151
163,153
162,155
161,157
160,159
159,161
158,163
157,165
156,167
156,167
154,169
152,172
150,175
148,178
146,181
144,184
142,187
140,190
139,193
139,193
139,191
140,190
141,189
142,188
142,186
143,185
144,184
145,183
146,182
146,182
143,184
141,187
139,190
137,192
135,195
133,198
131,200
129,203
127,206
127,206
128,205
129,204
130,203
131,202
132,201
133,200
134,199
135,198
136,197
136,197
136,196
137,195
137,194
138,193
138,192
139,191
139,190
140,189
141,189
141,189
138,191
136,194
134,197
131,200
129,202
127,205
124,208
122,211
120,214
165,138
95,233
95,233
96,231
98,230
100,229
102,227
104,226
106,225
108,223
110,222
112,221
188,74
79,240
79,240
77,240
76,240
75,241
74,241
72,241
71,242
70,242
69,242
68,243
68,243
66,243
65,243
64,243
62,243
61,243
60,243
58,243
57,243
56,244
56,244
55,243
54,243
53,243
52,242
51,242
50,242
49,241
48,241
47,241
47,241
45,240
44,240
43,239
42,239
41,238
40,238
39,237
38,237
37,237
175,111
83,232
83,232
85,230
87,229
89,228
91,226
93,225
95,224
97,222
99,221
101,220
19,214
19,214
18,212
18,211
17,210
17,209
16,208
16,207
15,206
15,205
15,204
15,204
14,203
14,202
14,201
14,200
13,200
13,199
13,198
13,197
13,197
13,197
12,195
12,194
12,192
11,191
11,189
11,188
10,186
10,185
10,184
10,184
9,182
9,181
9,180
9,179
8,177
8,176
8,175
8,174
8,173
8,173
7,171
7,170
7,169
7,168
7,166
7,165
7,164
7,163
7,162
86,248
7,151
7,151
7,149
7,147
7,146
7,144
7,142
7,141
7,139
7,137
7,136
7,136
7,135
7,134
7,133
7,132
7,131
7,130
7,129
7,128
8,127
42,232
8,127
8,127
8,126
8,125
8,124
8,123
9,122
9,121
9,120
9,119
10,118
10,118
10,117
10,116
10,115
10,114
10,113
10,112
10,111
10,110
11,109
200,86
33,220
14,96
31,220
31,220
31,220
31,220
31,220
31,220
31,220
31,220
31,220
31,220
31,220
147,197
147,197
146,194
146,191
146,188
145,185
145,183
145,180
144,177
144,174
144,172
31,220
144,172
31,220
144,172
202,75
65,19
144,172
71,16
71,16
73,15
75,14
77,13
79,12
81,11
83,10
85,9
87,8
89,8
89,8
90,8
91,8
92,8
93,8
94,8
95,8
96,8
97,8
98,8
144,172
23,90
63,29
115,16
144,172
23,89
63,29
119,21
144,172
23,89
63,31
125,29
125,29
125,30
126,32
126,33
127,35
127,36
128,38
128,39
129,41
130,43
130,43
130,43
130,44
131,45
131,46
131,47
132,48
132,49
132,50
133,51
133,51
133,52
134,54
134,56
135,57
135,59
136,61
136,62
137,64
138,66
138,66
138,67
138,68
138,69
138,70
139,72
139,73
139,74
139,75
140,77
140,77
140,79
140,81
141,83
141,85
142,87
142,89
143,91
143,93
144,96
144,96
144,98
144,100
145,102
145,104
146,107
146,109
147,111
147,113
148,116
148,116
148,117
148,118
148,120
148,121
149,122
149,124
149,125
149,126
150,128
150,128
150,129
150,131
151,133
151,134
151,136
152,138
152,139
152,141
153,143
153,143
153,144
153,145
154,147
154,148
154,149
155,151
155,152
155,153
156,155
156,155
156,157
157,159
157,161
158,163
158,165
159,167
159,169
160,171
161,174
161,174
161,175
162,176
162,177
163,178
163,179
164,180
164,181
165,182
166,183
166,183
166,184
167,185
167,186
168,187
168,188
169,189
169,190
170,191
171,192
171,192
171,193
172,194
173,195
173,196
174,197
175,198
175,199
176,200
177,202
177,202
175,200
174,199
173,198
171,196
170,195
169,194
167,192
166,191
165,190
165,190
161,189
158,188
155,187
152,186
148,186
145,185
142,184
139,183
136,183
5,174
144,171
23,116
23,116
21,114
20,112
19,111
18,109
17,107
16,106
15,104
14,102
13,101
138,85
197,42
197,42
197,41
197,40
197,39
197,38
198,38
198,37
198,36
198,35
199,35
112,19
183,208
183,208
184,209
185,210
186,211
187,212
188,213
189,214
190,215
191,216
193,218
193,218
193,218
194,218
195,219
195,219
196,220
197,220
197,221
198,221
199,222
199,222
199,222
200,223
201,224
202,224
203,225
204,226
205,226
206,227
207,228
207,228
207,228
208,228
209,229
209,229
210,230
211,230
211,231
212,231
213,232
213,232
214,232
215,232
216,233
217,233
218,234
219,234
220,235
221,235
222,236
222,236
223,236
224,236
225,236
226,236
227,237
228,237
229,237
230,237
231,238
231,238
231,238
232,238
232,238
233,238
233,238
234,238
234,238
235,238
236,238
236,238
236,237
236,237
237,237
237,237
238,237
238,237
239,237
239,237
240,237
-1,-1
191,87
192,86
193,85
194,84
194,84
195,83
196,82
197,81
197,81
198,80
199,79
200,78
-1,-1
