187,3
187,3
187,3
187,3
187,3
187,3
187,3
187,3
187,3
187,3
187,3
187,3
187,3
187,3
187,3
187,4
187,4
187,4
187,4
187,5
187,5
186,5
186,5
186,6
186,6
185,6
185,7
185,7
185,7
185,8
185,8
185,8
185,8
185,8
185,8
185,9
185,9
185,9
185,9
185,10
185,10
185,10
185,10
185,10
185,10
185,11
185,11
185,11
185,11
186,12
186,12
185,12
185,12
185,12
185,12
185,13
185,13
185,13
185,13
185,14
185,14
185,14
185,14
185,14
185,14
185,15
185,15
185,15
185,15
185,16
185,16
184,16
184,16
184,17
184,17
184,18
184,18
184,19
184,19
184,20
-1,-1
184,20
184,20
184,21
184,21
184,22
184,22
184,23
184,23
185,24
184,24
184,24
184,24
184,24
184,25
184,25
184,25
184,25
184,26
184,26
184,24
184,22
184,21
184,19
185,18
185,16
185,15
185,13
186,12
186,12
185,13
185,15
185,17
185,18
185,20
185,22
185,23
185,25
185,27
185,27
185,27
185,27
185,28
185,28
185,28
185,29
185,29
185,29
185,30
-1,-1
184,30
184,31
184,31
184,32
183,32
183,33
183,33
183,34
183,35
183,35
183,35
183,35
183,35
183,36
183,36
183,36
183,36
183,37
183,37
182,37
182,37
182,37
182,37
182,38
182,38
182,38
182,38
182,39
182,39
182,39
182,40
182,40
182,41
182,41
182,42
182,42
182,43
183,44
183,44
182,44
182,44
182,45
182,45
181,45
181,46
181,46
181,46
181,47
181,47
181,47
181,48
181,48
181,48
181,49
181,49
181,49
182,50
181,50
181,50
181,51
181,51
180,51
180,52
180,52
180,52
180,53
180,53
180,53
180,53
180,53
180,53
180,54
180,54
180,54
180,54
181,55
181,55
180,55
180,55
180,55
180,55
180,56
180,56
180,56
180,56
180,57
180,57
180,57
180,57
180,58
180,58
180,58
180,59
180,59
180,59
180,60
180,60
179,60
179,60
179,61
179,61
179,61
179,62
179,62
179,62
179,63
179,63
179,63
179,63
179,64
179,64
179,64
179,65
179,65
179,65
179,66
186,13
178,67
178,67
178,67
178,67
178,68
178,68
178,68
178,69
178,69
178,69
179,70
179,70
178,70
178,70
178,70
178,70
178,71
178,71
178,71
178,71
178,72
178,72
177,72
177,72
177,72
177,72
177,73
177,73
177,73
177,73
177,74
177,74
177,74
177,74
177,75
177,75
177,75
177,76
177,76
177,76
178,77
178,77
177,77
177,77
177,78
177,78
177,78
177,79
177,79
177,79
177,80
177,80
176,80
176,80
176,80
176,80
176,81
176,81
176,81
176,81
176,82
176,82
176,82
176,82
176,82
176,82
176,83
176,83
176,83
176,83
176,84
176,84
175,84
175,84
175,84
175,84
175,84
175,84
175,84
175,84
175,85
175,85
175,85
175,85
175,86
175,86
175,87
175,87
175,88
175,88
175,89
175,89
174,89
174,89
174,90
174,90
174,90
174,91
174,91
174,91
174,92
174,92
174,91
174,91
174,91
174,91
174,91
174,91
174,91
174,91
174,91
174,91
173,91
173,92
173,92
173,93
173,93
173,94
173,94
173,95
173,96
173,96
172,96
172,96
172,97
172,97
171,97
171,98
171,98
171,98
171,99
171,99
171,97
172,95
172,94
173,92
173,90
174,89
174,87
175,85
176,84
176,84
176,82
176,80
177,78
177,76
177,74
178,72
178,70
178,68
179,67
179,67
179,65
179,63
180,61
180,59
180,57
181,55
181,53
181,51
182,50
182,50
182,47
182,45
182,43
182,40
183,38
183,36
183,33
183,31
184,29
184,29
184,27
184,25
185,23
185,21
186,19
186,17
187,15
187,13
188,12
171,101
171,101
170,101
170,101
170,102
169,102
169,103
169,103
168,104
