173,54
173,53
173,52
173,51
173,50
173,49
173,48
173,47
173,46
174,45
174,45
173,49
172,53
171,58
170,62
170,66
169,71
168,75
167,79
167,84
167,84
167,82
167,80
168,78
168,76
169,75
169,73
170,71
170,69
171,68
157,113
-1,-1
73,204
74,203
76,202
77,202
79,201
80,201
82,200
83,200
85,199
87,199
87,199
83,199
79,200
76,200
72,201
69,201
65,202
62,202
58,203
55,204
55,204
53,203
52,203
51,202
50,202
49,201
48,201
47,200
46,200
45,200
45,200
42,196
40,193
38,190
36,187
33,184
31,181
29,178
27,175
25,172
25,172
24,170
24,168
24,167
23,165
23,164
23,162
22,161
22,159
22,158
22,158
21,155
21,152
21,149
20,146
20,144
20,141
19,138
19,135
19,133
19,133
19,131
19,130
19,129
19,128
19,126
19,125
19,124
19,123
20,122
20,122
20,119
21,116
21,113
22,110
22,108
23,105
23,102
24,99
25,97
-1,-1
84,27
86,27
88,28
91,28
93,29
96,29
98,30
101,30
103,31
106,32
106,32
104,31
103,31
102,30
100,30
99,29
98,29
96,28
95,28
94,28
94,28
96,30
99,32
101,35
104,37
106,40
109,42
111,45
114,47
117,50
117,50
116,49
116,48
116,48
116,47
115,46
115,46
115,45
115,44
115,44
115,44
116,47
117,50
118,54
119,57
120,60
121,64
122,67
123,70
125,74
125,74
124,72
123,70
123,68
122,66
122,65
121,63
121,61
120,59
120,58
133,107
133,107
132,104
131,102
131,100
130,98
130,95
129,93
129,91
128,89
128,87
143,150
143,150
142,148
141,146
141,144
140,142
140,140
139,138
139,136
138,134
138,132
156,173
128,128
186,197
186,197
187,197
188,197
190,198
191,198
192,198
194,199
195,199
196,199
198,200
198,200
199,199
200,199
201,199
202,199
203,199
204,199
205,199
206,199
208,199
-1,-1
