-1,-1
111,88
111,89
111,89
111,90
111,91
111,91
110,93
110,94
109,94
109,95
109,96
109,97
108,98
107,99
107,100
106,100
105,102
105,103
104,104
103,104
102,106
102,107
102,108
100,109
100,109
99,111
98,112
98,112
97,113
96,114
95,114
95,115
94,116
94,116
92,117
91,117
90,118
90,118
88,118
88,118
87,118
86,118
86,118
84,118
83,118
81,118
80,118
77,118
77,118
74,118
71,118
69,117
66,116
66,115
64,114
63,114
61,113
61,112
59,110
57,108
57,107
56,106
56,105
55,104
54,103
54,102
52,99
51,97
51,94
50,92
50,91
50,90
50,88
50,88
50,86
50,83
51,80
51,76
53,73
54,69
55,67
56,65
58,62
59,61
59,60
60,58
61,58
63,55
63,55
65,52
67,50
69,48
72,46
74,45
75,45
75,45
77,43
78,43
82,41
82,41
83,41
85,39
87,39
87,38
89,38
90,37
92,36
94,36
95,36
99,35
100,34
103,34
104,34
109,32
112,31
117,31
120,31
121,31
131,30
132,30
135,30
137,30
140,29
143,29
146,29
147,29
149,29
151,29
153,29
154,29
155,29
157,30
157,30
158,31
159,31
159,31
160,31
160,33
161,33
163,34
165,36
166,38
168,39
170,41
171,43
172,45
173,46
175,47
175,47
177,50
178,52
179,54
180,55
182,58
183,59
183,61
184,63
184,65
185,66
185,69
185,70
185,72
186,75
186,77
186,79
186,81
187,83
187,84
187,86
187,86
187,87
187,91
187,93
187,96
187,99
187,101
187,102
186,103
186,103
185,105
185,106
184,108
184,109
184,109
184,110
184,111
184,112
184,113
183,113
183,114
183,115
183,116
182,117
181,118
181,119
181,120
180,121
180,121
179,123
179,124
179,125
178,125
178,126
177,126
176,128
175,130
175,130
174,132
171,133
171,133
170,134
169,134
167,136
166,137
164,139
162,141
161,141
160,142
159,142
158,143
158,143
156,144
156,145
155,145
154,146
151,147
151,148
149,149
146,152
142,153
142,153
140,154
138,155
137,156
135,157
132,158
130,159
129,159
128,160
127,160
126,162
125,162
123,162
122,163
121,163
120,164
118,164
116,165
114,165
112,166
111,166
109,167
107,167
105,167
105,167
104,167
101,167
99,167
99,167
96,167
94,167
93,167
91,167
89,167
88,167
87,167
85,167
84,167
84,167
82,167
81,167
80,167
79,167
77,167
75,167
73,167
73,167
73,166
-1,-1
