187,24
187,24
187,24
187,24
187,24
187,25
187,25
187,25
187,25
187,26
187,26
187,26
187,26
187,27
187,27
187,28
187,28
187,29
187,29
187,30
187,30
186,31
186,32
186,34
186,35
186,36
186,38
186,39
186,40
186,42
186,42
185,44
185,46
185,49
185,51
184,54
184,56
184,59
184,61
184,64
184,64
183,66
182,69
182,72
181,74
181,77
180,80
180,82
179,85
179,88
179,88
178,91
177,94
176,97
175,100
174,104
173,107
172,110
171,113
170,117
150,161
150,161
150,159
151,157
152,155
153,153
154,151
155,149
156,147
157,145
158,143
138,179
110,214
110,214
111,212
112,210
114,209
115,207
117,206
118,204
120,203
121,201
123,200
89,228
89,228
86,229
83,230
80,231
77,232
74,234
71,235
68,236
65,237
62,239
62,239
59,238
57,237
55,237
52,236
50,236
48,235
45,235
43,234
41,234
41,234
39,232
37,230
35,228
33,226
32,224
30,222
28,220
26,218
25,217
25,217
23,214
22,211
21,208
20,205
18,202
17,199
16,196
15,193
14,190
14,190
13,187
12,184
12,181
11,178
11,175
10,172
10,169
9,166
9,164
9,164
9,162
9,160
9,158
9,156
9,154
9,152
9,150
9,148
9,147
9,147
9,143
9,140
10,137
10,134
10,130
11,127
11,124
11,121
12,118
12,118
13,113
14,109
16,105
17,101
18,96
20,92
21,88
22,84
24,80
24,80
26,76
28,72
30,69
32,65
34,62
36,58
38,55
40,51
42,48
42,48
44,45
47,42
49,40
52,37
54,34
57,32
59,29
62,26
65,24
65,24
67,23
69,22
72,21
74,20
76,19
79,18
81,17
83,16
86,15
86,15
88,15
90,15
92,16
94,16
96,17
98,17
100,18
102,18
105,19
105,19
106,20
107,21
108,23
109,24
111,25
112,27
113,28
114,29
116,31
116,31
116,33
117,35
118,38
119,40
120,42
121,45
122,47
123,49
124,52
124,52
124,54
125,56
126,59
127,61
127,64
128,66
129,69
130,71
131,74
131,74
131,77
132,80
133,84
133,87
134,90
135,94
135,97
136,100
137,104
137,104
137,107
138,110
139,114
139,117
140,121
141,124
141,128
142,131
143,135
143,135
143,138
144,142
145,146
146,150
147,153
148,157
149,161
150,165
151,169
151,169
150,167
150,165
149,164
149,162
148,160
148,159
147,157
147,155
147,154
147,154
148,157
149,161
151,164
152,168
153,171
155,175
156,178
157,182
159,186
159,186
160,188
161,190
163,192
164,194
165,196
167,198
168,200
169,202
171,204
171,204
172,205
174,206
175,208
177,209
178,211
180,212
181,214
183,215
185,217
185,217
186,218
187,219
188,220
189,221
191,222
192,223
193,224
194,225
196,226
196,226
197,226
198,227
200,228
201,228
202,229
204,230
205,230
206,231
208,232
208,232
209,232
210,232
211,232
212,232
214,232
215,232
216,232
217,232
219,233
219,233
219,232
220,232
221,232
222,232
222,231
223,231
224,231
225,231
226,231
226,231
226,230
226,230
227,230
227,229
227,229
228,229
228,228
228,228
229,228
187,38
10,133
-1,-1
228,235
225,234
222,233
220,233
217,232
214,232
212,231
209,231
206,230
204,230
27,220
182,218
11,187
160,185
160,185
158,183
157,182
155,180
154,179
152,177
151,176
149,174
148,173
147,172
147,172
147,170
147,168
147,167
147,165
148,163
148,162
148,160
148,158
149,157
149,157
148,153
147,149
146,146
145,142
144,138
143,135
142,131
141,127
141,124
186,47
186,47
186,45
186,44
186,42
186,41
186,39
186,38
186,36
186,35
187,34
108,21
-1,-1
